Age,Gender,Education,Person Income,Employee Experience,Home Ownership,Loan Amount,Loan Intent,Loan interest Rate,Loan percentage,Credit History,Credit Score,Is Rejected
22,male,High School,24942,1,RENT,3000,HOMEIMPROVEMENT,11.87,0.12,4,648,0
26,female,Master,96814,2,MORTGAGE,15000,HOMEIMPROVEMENT,16.07,0.15,2,630,0
24,male,Associate,90980,0,MORTGAGE,3000,HOMEIMPROVEMENT,6.14,0.03,3,662,0
24,female,Bachelor,121061,3,RENT,20000,HOMEIMPROVEMENT,11.71,0.17,3,684,0
29,female,Associate,89566,9,RENT,4500,VENTURE,13.37,0.05,6,695,0
24,male,Master,60899,1,RENT,4000,EDUCATION,5.42,0.07,2,610,0
30,male,Master,61112,7,RENT,6000,PERSONAL,15.75,0.1,10,663,0
28,male,High School,78754,3,MORTGAGE,8000,VENTURE,7.5,0.1,9,647,0
25,male,Associate,66818,0,RENT,4000,EDUCATION,10.46,0.06,4,671,0
30,female,Master,40463,7,RENT,3000,VENTURE,11.62,0.07,8,641,0
29,male,High School,111060,8,MORTGAGE,22000,DEBTCONSOLIDATION,10.73,0.2,8,628,0
23,female,High School,103291,0,MORTGAGE,10000,MEDICAL,11.01,0.1,3,684,0
25,female,Associate,49210,4,RENT,5000,DEBTCONSOLIDATION,12.86,0.1,3,676,0
22,male,High School,44223,0,RENT,6000,VENTURE,7.51,0.14,4,639,0
31,female,High School,300785,12,RENT,20000,DEBTCONSOLIDATION,12.8,0.07,9,644,0
26,female,Bachelor,144843,7,MORTGAGE,6000,EDUCATION,11.01,0.04,3,689,0
25,female,Bachelor,47293,1,RENT,8000,EDUCATION,6.03,0.17,4,657,0
26,female,Associate,42681,2,RENT,2000,VENTURE,10.46,0.05,3,647,0
25,female,High School,162996,4,MORTGAGE,25000,MEDICAL,8.08,0.15,3,675,0
26,female,Bachelor,134182,2,MORTGAGE,15000,VENTURE,13.29,0.11,3,670,0
27,male,Bachelor,84971,7,RENT,6885,EDUCATION,6.4,0.08,4,571,0
25,female,High School,31136,0,RENT,2500,DEBTCONSOLIDATION,11.32,0.08,4,584,0
46,male,High School,72851,20,RENT,15000,HOMEIMPROVEMENT,15.24,0.21,13,694,0
28,male,High School,41689,8,RENT,5500,PERSONAL,13.17,0.13,5,666,0
26,male,High School,87486,5,MORTGAGE,4000,HOMEIMPROVEMENT,9.27,0.05,4,574,0
23,male,Bachelor,61307,0,MORTGAGE,5312,DEBTCONSOLIDATION,13.79,0.09,2,561,0
23,male,Master,70655,0,RENT,10000,PERSONAL,8.31,0.14,3,655,0
24,male,High School,36782,0,RENT,8402,EDUCATION,14.64,0.23,4,673,0
26,male,High School,49999,3,RENT,5600,DEBTCONSOLIDATION,16.41,0.11,4,633,0
24,female,High School,103197,3,MORTGAGE,20000,VENTURE,12.25,0.19,2,703,0
31,male,Doctorate,132900,7,MORTGAGE,6000,DEBTCONSOLIDATION,6.93,0.05,8,726,0
24,female,High School,84997,0,MORTGAGE,17677,HOMEIMPROVEMENT,11.35,0.21,3,664,0
24,female,Bachelor,73274,0,RENT,5860,MEDICAL,8.17,0.08,3,659,0
24,female,Bachelor,102905,5,MORTGAGE,2840,EDUCATION,6.85,0.03,3,672,0
24,female,Master,78950,1,RENT,14000,EDUCATION,11.65,0.18,3,614,0
27,female,Master,37158,4,RENT,5000,MEDICAL,6.81,0.13,5,713,0
29,female,Associate,66644,8,MORTGAGE,6500,HOMEIMPROVEMENT,10.2,0.1,8,664,0
25,male,High School,37533,5,RENT,2000,MEDICAL,11.12,0.05,4,650,0
29,female,Bachelor,16443,4,RENT,1625,MEDICAL,7.65,0.1,8,656,0
24,female,Associate,144886,0,MORTGAGE,20000,EDUCATION,8.99,0.14,4,565,0
32,female,Bachelor,63470,11,MORTGAGE,8000,DEBTCONSOLIDATION,10.15,0.13,6,700,0
30,female,Master,46096,8,RENT,1630,DEBTCONSOLIDATION,8.12,0.04,6,649,0
24,female,High School,53453,0,RENT,10800,EDUCATION,5.42,0.2,3,652,0
34,male,High School,127956,12,MORTGAGE,12000,VENTURE,10.69,0.09,12,675,0
27,male,Master,36987,4,MORTGAGE,12000,EDUCATION,13.76,0.32,5,674,0
41,male,Master,51695,17,RENT,2000,DEBTCONSOLIDATION,13.43,0.04,15,642,0
25,male,High School,36760,3,RENT,2000,MEDICAL,13.87,0.05,2,590,0
22,male,Bachelor,48804,0,RENT,7000,EDUCATION,11.31,0.14,3,647,0
32,male,Bachelor,65951,10,MORTGAGE,5000,DEBTCONSOLIDATION,6.6,0.08,7,688,0
36,male,Associate,40992,9,RENT,5000,VENTURE,12.49,0.12,11,667,0
32,male,Associate,68325,11,MORTGAGE,15000,EDUCATION,7.39,0.22,10,646,0
25,male,High School,73019,3,MORTGAGE,10000,DEBTCONSOLIDATION,11.52,0.14,4,624,0
28,female,Bachelor,99066,9,RENT,21713,PERSONAL,12.87,0.22,6,658,0
24,male,Associate,51367,0,OWN,8000,HOMEIMPROVEMENT,7.07,0.16,3,667,0
27,male,Bachelor,40965,3,RENT,6000,EDUCATION,10.9,0.15,6,684,0
34,male,Bachelor,51382,14,RENT,4887,MEDICAL,10.53,0.1,10,719,0
28,female,Associate,58623,9,RENT,4000,PERSONAL,14.35,0.07,10,529,0
25,male,Master,102939,2,MORTGAGE,7500,VENTURE,11.94,0.07,4,697,0
24,female,Bachelor,55834,0,MORTGAGE,7500,EDUCATION,9.01,0.13,5,676,0
23,male,High School,73298,0,RENT,7200,VENTURE,13.05,0.1,4,580,0
26,female,Bachelor,55200,5,MORTGAGE,7500,EDUCATION,9.98,0.14,5,658,0
24,female,Master,68911,0,RENT,5565,EDUCATION,11.83,0.08,3,649,0
25,female,Bachelor,96913,3,MORTGAGE,6000,HOMEIMPROVEMENT,6.75,0.06,4,697,0
22,female,Bachelor,44094,0,RENT,4000,MEDICAL,8.0,0.09,4,566,0
29,male,Associate,76374,8,MORTGAGE,7384,MEDICAL,10.42,0.1,9,667,0
35,female,Master,87506,13,RENT,2429,VENTURE,11.57,0.03,10,696,0
25,female,Associate,93565,1,RENT,9000,HOMEIMPROVEMENT,7.75,0.1,4,613,0
27,male,High School,70493,7,MORTGAGE,13112,DEBTCONSOLIDATION,11.01,0.19,4,629,0
23,male,High School,51480,0,RENT,7000,MEDICAL,13.1,0.14,2,555,0
31,male,High School,61183,6,MORTGAGE,6250,PERSONAL,12.36,0.1,6,698,0
30,female,Bachelor,145048,9,RENT,15000,EDUCATION,10.58,0.1,8,625,0
23,male,Associate,87606,1,MORTGAGE,9000,EDUCATION,9.98,0.1,3,624,0
29,male,High School,25427,3,OWN,3900,VENTURE,13.05,0.15,9,669,0
31,male,Bachelor,25118,10,RENT,4760,MEDICAL,10.52,0.19,8,688,0
22,female,Bachelor,64181,0,MORTGAGE,4000,EDUCATION,10.95,0.06,2,636,0
23,male,High School,90415,0,MORTGAGE,21568,DEBTCONSOLIDATION,10.33,0.24,4,625,0
38,female,Associate,149673,15,MORTGAGE,12000,EDUCATION,10.18,0.08,14,704,0
30,female,High School,140763,9,MORTGAGE,18000,PERSONAL,9.03,0.13,10,681,0
25,male,High School,80231,5,RENT,7702,EDUCATION,16.46,0.1,6,685,0
25,female,High School,58709,0,RENT,2000,DEBTCONSOLIDATION,12.26,0.03,4,632,0
24,female,Master,58722,0,RENT,10000,EDUCATION,7.14,0.17,3,634,0
34,male,Master,76454,9,RENT,18000,EDUCATION,11.01,0.24,9,645,0
24,female,Bachelor,28862,4,RENT,3500,PERSONAL,10.78,0.12,5,622,0
29,male,Associate,86271,6,RENT,10000,EDUCATION,11.11,0.12,5,681,0
46,female,Associate,53558,21,RENT,1661,EDUCATION,13.12,0.03,16,708,0
36,male,Associate,91049,15,MORTGAGE,14400,DEBTCONSOLIDATION,12.15,0.16,10,704,0
23,male,Master,54342,1,RENT,3377,EDUCATION,11.01,0.06,4,651,0
29,male,Bachelor,106199,8,MORTGAGE,2905,PERSONAL,6.54,0.03,6,607,0
26,female,High School,86399,4,MORTGAGE,3406,DEBTCONSOLIDATION,6.07,0.04,3,645,0
23,male,High School,61093,0,RENT,3000,EDUCATION,11.88,0.05,3,644,0
29,male,High School,85235,5,RENT,5940,MEDICAL,8.51,0.07,8,680,0
24,female,Master,120646,1,MORTGAGE,5466,PERSONAL,14.13,0.05,5,613,0
29,female,High School,86017,5,RENT,12000,PERSONAL,11.8,0.14,7,578,0
25,male,Bachelor,51210,1,RENT,12248,PERSONAL,9.18,0.24,4,678,0
26,female,Master,67171,2,RENT,4500,DEBTCONSOLIDATION,7.76,0.07,3,702,0
26,female,Bachelor,37020,7,MORTGAGE,6000,VENTURE,13.49,0.16,5,620,0
26,male,Bachelor,50468,4,MORTGAGE,10000,HOMEIMPROVEMENT,11.11,0.2,5,634,0
31,male,Associate,70403,7,RENT,12000,MEDICAL,10.89,0.17,9,711,0
37,male,Master,33248,13,RENT,5000,EDUCATION,8.39,0.15,9,729,0
23,female,Master,25126,0,RENT,4000,MEDICAL,9.49,0.16,5,655,0
22,male,Bachelor,29577,0,RENT,6000,MEDICAL,11.2,0.2,4,650,0
24,female,Bachelor,26888,5,OWN,4403,EDUCATION,12.55,0.16,4,689,0
24,female,Bachelor,79099,4,RENT,14000,MEDICAL,11.77,0.18,4,669,0
29,female,Associate,221605,4,MORTGAGE,15000,VENTURE,15.34,0.07,7,713,0
26,male,High School,195369,3,RENT,25000,PERSONAL,11.26,0.13,4,620,0
24,male,High School,32063,2,RENT,5908,DEBTCONSOLIDATION,11.08,0.18,4,635,0
30,male,Associate,51424,9,MORTGAGE,7826,PERSONAL,13.09,0.15,9,609,0
28,male,Associate,88495,4,MORTGAGE,15000,EDUCATION,11.83,0.17,8,618,0
25,male,High School,53424,3,MORTGAGE,2000,EDUCATION,6.35,0.04,3,663,0
24,male,Associate,55349,3,RENT,5045,EDUCATION,10.62,0.09,4,596,0
29,female,Bachelor,54835,8,RENT,5000,DEBTCONSOLIDATION,11.74,0.09,8,619,0
27,female,Associate,112215,3,MORTGAGE,6000,PERSONAL,11.0,0.05,4,674,0
26,male,Bachelor,70429,6,MORTGAGE,3000,EDUCATION,6.92,0.04,3,628,0
25,male,Master,90864,2,MORTGAGE,8000,VENTURE,16.29,0.09,4,663,0
35,male,High School,49926,13,RENT,4000,MEDICAL,12.58,0.08,12,632,0
29,female,Associate,59010,3,RENT,10000,MEDICAL,10.62,0.17,9,651,0
26,male,Associate,89100,6,MORTGAGE,25000,VENTURE,15.57,0.28,4,620,0
38,male,Associate,57457,14,RENT,4775,VENTURE,11.01,0.08,14,694,0
30,male,Associate,101683,7,RENT,6000,VENTURE,6.09,0.06,6,666,0
31,female,Associate,100701,10,MORTGAGE,16896,PERSONAL,11.63,0.17,6,654,0
25,male,High School,59373,0,RENT,12000,VENTURE,8.64,0.2,5,604,0
24,male,High School,157549,1,MORTGAGE,30000,VENTURE,10.79,0.19,6,684,0
33,male,Associate,72872,10,RENT,10000,EDUCATION,10.22,0.14,8,652,0
24,male,Master,123202,2,OWN,23857,EDUCATION,9.36,0.19,3,679,0
48,female,High School,44229,28,RENT,10000,MEDICAL,12.87,0.23,23,709,0
23,female,Bachelor,51637,0,RENT,4400,PERSONAL,11.89,0.09,4,598,0
30,male,Bachelor,75124,10,MORTGAGE,18195,DEBTCONSOLIDATION,13.36,0.24,5,702,0
26,female,Associate,60804,7,RENT,7200,VENTURE,7.06,0.12,2,699,0
28,female,Associate,91539,7,MORTGAGE,3000,VENTURE,8.31,0.03,7,607,0
24,female,Associate,57116,1,MORTGAGE,10000,PERSONAL,13.55,0.18,4,680,0
23,female,Bachelor,152485,0,MORTGAGE,3212,EDUCATION,14.78,0.02,3,682,0
24,male,Associate,108104,3,MORTGAGE,8000,EDUCATION,7.69,0.07,5,625,0
29,male,Bachelor,51455,4,MORTGAGE,2500,MEDICAL,8.1,0.05,8,662,0
24,female,High School,150979,5,RENT,15000,VENTURE,9.98,0.1,4,652,0
25,female,Bachelor,103374,2,RENT,10000,MEDICAL,13.82,0.1,4,658,0
23,male,High School,40741,0,RENT,7954,VENTURE,8.05,0.2,3,596,0
26,male,High School,36750,3,RENT,5000,VENTURE,10.35,0.14,4,599,0
25,male,Bachelor,63343,3,MORTGAGE,2000,VENTURE,13.18,0.03,5,601,0
22,female,Bachelor,47911,0,MORTGAGE,1000,MEDICAL,11.01,0.02,3,644,0
32,female,Associate,91569,9,MORTGAGE,3162,VENTURE,13.22,0.03,7,665,0
22,female,High School,96147,0,MORTGAGE,35000,PERSONAL,13.13,0.36,2,662,0
25,male,High School,166821,2,MORTGAGE,4678,VENTURE,12.87,0.03,4,672,0
36,female,Associate,193014,15,OWN,24000,VENTURE,12.7,0.12,11,660,0
37,male,High School,109009,15,MORTGAGE,14000,PERSONAL,11.84,0.13,12,679,0
24,female,Master,82289,1,MORTGAGE,1000,EDUCATION,7.96,0.01,4,653,0
33,female,High School,62376,11,RENT,1118,VENTURE,10.21,0.02,11,627,0
27,male,Bachelor,45863,3,RENT,8000,MEDICAL,12.87,0.17,6,583,0
28,female,Bachelor,44221,6,RENT,5756,MEDICAL,11.52,0.13,8,665,0
33,female,Bachelor,31886,10,MORTGAGE,5000,MEDICAL,10.65,0.16,6,706,0
37,male,Bachelor,206229,14,RENT,16542,DEBTCONSOLIDATION,11.45,0.08,12,636,0
23,female,High School,29576,0,RENT,5000,DEBTCONSOLIDATION,6.73,0.17,3,614,0
31,male,Master,63325,7,RENT,5000,DEBTCONSOLIDATION,12.96,0.08,9,638,0
28,male,Bachelor,73025,7,RENT,4500,EDUCATION,13.34,0.06,9,685,0
25,female,High School,120889,1,MORTGAGE,9000,PERSONAL,11.32,0.07,4,551,0
29,female,Bachelor,51570,5,RENT,7500,VENTURE,12.13,0.15,9,658,0
34,male,Master,74497,12,MORTGAGE,1174,EDUCATION,10.63,0.02,12,580,0
36,female,Associate,97153,14,RENT,14512,MEDICAL,11.4,0.15,14,607,0
30,male,Master,282562,7,MORTGAGE,23011,HOMEIMPROVEMENT,9.93,0.08,6,569,0
24,female,High School,44861,1,RENT,10872,VENTURE,10.09,0.24,4,635,0
28,female,Bachelor,65618,6,MORTGAGE,9135,MEDICAL,9.17,0.14,10,589,0
28,female,High School,63472,3,MORTGAGE,5000,MEDICAL,13.69,0.08,7,634,0
33,female,Master,67300,10,MORTGAGE,8000,PERSONAL,11.09,0.12,9,718,0
32,female,Bachelor,173575,11,MORTGAGE,21000,DEBTCONSOLIDATION,10.56,0.12,13,695,0
24,female,High School,51151,0,RENT,10000,EDUCATION,11.74,0.2,2,635,0
28,male,High School,38396,5,MORTGAGE,15000,EDUCATION,8.01,0.39,6,696,0
28,male,Master,67260,0,MORTGAGE,6500,HOMEIMPROVEMENT,9.72,0.1,7,650,0
26,male,Bachelor,61348,3,RENT,10000,PERSONAL,7.33,0.16,3,652,0
35,male,Associate,87386,9,MORTGAGE,13024,HOMEIMPROVEMENT,10.58,0.15,12,583,0
32,male,Master,90064,7,RENT,8124,EDUCATION,8.72,0.09,5,656,0
28,male,Master,28205,6,RENT,3000,EDUCATION,9.19,0.11,4,587,0
30,female,Bachelor,61291,8,MORTGAGE,3984,DEBTCONSOLIDATION,10.86,0.06,9,687,0
31,male,Master,96922,5,RENT,10000,VENTURE,9.54,0.1,9,569,0
30,female,High School,31036,9,RENT,7000,DEBTCONSOLIDATION,10.06,0.23,10,616,0
31,male,High School,36909,5,RENT,7200,VENTURE,15.76,0.2,7,624,0
25,male,Associate,72704,2,RENT,10000,VENTURE,9.61,0.14,3,681,0
26,male,Bachelor,87325,4,RENT,8000,DEBTCONSOLIDATION,11.7,0.09,7,651,0
26,male,Associate,126827,5,MORTGAGE,20000,VENTURE,11.59,0.16,5,632,0
34,male,Master,43231,11,RENT,5000,MEDICAL,6.95,0.12,10,626,0
23,male,Associate,55046,1,RENT,1225,EDUCATION,12.91,0.02,4,664,0
25,male,Associate,48934,3,RENT,5000,MEDICAL,12.82,0.1,3,633,0
30,female,High School,46981,6,MORTGAGE,8000,EDUCATION,15.73,0.17,6,622,0
24,female,High School,66689,2,MORTGAGE,2000,PERSONAL,7.95,0.03,3,616,0
23,male,High School,99100,0,MORTGAGE,10945,PERSONAL,10.62,0.11,3,630,0
29,female,Associate,82592,0,RENT,20000,EDUCATION,8.41,0.24,7,605,0
31,female,Bachelor,108955,8,MORTGAGE,4800,EDUCATION,10.12,0.04,5,674,0
23,female,Associate,61087,0,RENT,8000,PERSONAL,10.62,0.13,4,634,0
23,male,Associate,90961,0,RENT,5600,PERSONAL,8.37,0.06,3,637,0
33,male,Bachelor,53149,10,RENT,1440,MEDICAL,10.34,0.03,7,558,0
23,male,Master,40269,0,RENT,2000,EDUCATION,12.25,0.05,3,601,0
24,male,Master,69553,1,MORTGAGE,5572,MEDICAL,10.15,0.08,3,715,0
25,male,Bachelor,115794,2,RENT,12000,PERSONAL,8.42,0.1,5,600,0
25,male,Associate,241153,3,MORTGAGE,24000,VENTURE,12.18,0.1,4,688,0
33,male,Bachelor,51404,13,RENT,12000,PERSONAL,13.57,0.23,7,665,0
26,male,High School,35590,3,RENT,4000,EDUCATION,6.11,0.11,4,672,0
24,male,Bachelor,53569,0,RENT,10798,VENTURE,5.46,0.2,4,674,0
23,female,Master,43006,0,RENT,6000,MEDICAL,7.49,0.14,3,662,0
28,female,Master,105305,8,MORTGAGE,8115,EDUCATION,9.68,0.08,10,662,0
22,male,Master,60388,0,MORTGAGE,9000,PERSONAL,14.34,0.15,4,657,0
29,male,Associate,40759,3,RENT,5000,MEDICAL,8.98,0.12,9,636,0
25,female,Bachelor,82508,2,MORTGAGE,13597,MEDICAL,10.02,0.16,4,650,0
25,female,Associate,75937,1,RENT,7250,MEDICAL,10.65,0.1,4,521,0
38,female,Bachelor,78030,13,RENT,10000,DEBTCONSOLIDATION,12.06,0.13,11,724,0
23,male,High School,32035,3,RENT,6000,DEBTCONSOLIDATION,11.01,0.19,4,635,0
25,female,Master,78912,1,RENT,12800,EDUCATION,8.66,0.16,5,651,0
28,male,High School,59583,5,RENT,4170,MEDICAL,8.91,0.07,7,622,0
46,female,Associate,72364,20,MORTGAGE,2500,DEBTCONSOLIDATION,7.87,0.03,13,668,0
23,male,High School,90818,1,RENT,6000,VENTURE,6.85,0.07,4,530,0
30,female,Master,73097,8,RENT,12000,PERSONAL,11.43,0.16,9,687,0
28,female,High School,51397,6,RENT,6000,VENTURE,5.47,0.12,9,683,0
23,female,High School,43870,0,RENT,5000,PERSONAL,13.23,0.11,4,649,0
35,male,High School,128154,12,MORTGAGE,15000,DEBTCONSOLIDATION,15.35,0.12,8,600,0
35,male,Bachelor,29970,11,RENT,2000,MEDICAL,10.8,0.07,9,670,0
34,male,Associate,35662,6,RENT,6000,EDUCATION,15.63,0.17,10,683,0
32,male,Bachelor,46886,9,RENT,9697,VENTURE,10.83,0.21,9,662,0
25,male,Master,72691,3,MORTGAGE,15000,VENTURE,15.84,0.21,5,649,0
37,female,Associate,242401,17,MORTGAGE,13585,DEBTCONSOLIDATION,10.84,0.06,14,656,0
27,male,Master,169127,5,MORTGAGE,13351,MEDICAL,13.46,0.08,4,726,0
27,male,Master,46593,7,RENT,3322,PERSONAL,8.17,0.07,5,656,0
26,male,High School,63520,0,RENT,12151,PERSONAL,11.11,0.19,5,617,0
29,female,Bachelor,53500,3,RENT,8000,MEDICAL,15.91,0.15,8,650,0
27,female,High School,54694,5,RENT,2454,EDUCATION,12.61,0.04,8,619,0
32,male,Bachelor,55249,10,RENT,10000,VENTURE,12.82,0.18,10,687,0
33,female,Associate,34679,12,RENT,4200,EDUCATION,13.14,0.12,8,722,0
30,female,Bachelor,51537,7,RENT,4000,PERSONAL,9.7,0.08,7,682,0
42,male,Doctorate,96961,18,RENT,6400,MEDICAL,11.63,0.07,11,705,0
29,female,Master,87603,8,MORTGAGE,24000,DEBTCONSOLIDATION,10.99,0.27,7,662,0
42,male,High School,2012954,19,MORTGAGE,9121,VENTURE,11.74,0.0,16,664,0
27,female,Bachelor,78980,2,MORTGAGE,18000,HOMEIMPROVEMENT,9.25,0.23,5,586,0
28,female,Associate,72944,7,RENT,17000,PERSONAL,9.1,0.23,7,646,0
24,female,Master,79162,6,RENT,12000,EDUCATION,8.09,0.15,3,581,0
27,female,Bachelor,42854,4,RENT,4500,PERSONAL,8.15,0.11,7,674,0
27,male,Bachelor,144509,7,MORTGAGE,16000,DEBTCONSOLIDATION,11.96,0.11,8,686,0
23,male,Associate,44021,0,MORTGAGE,12000,MEDICAL,15.16,0.27,3,639,0
27,male,Bachelor,39740,1,RENT,5000,MEDICAL,10.84,0.13,6,689,0
34,male,Associate,108751,11,MORTGAGE,24206,MEDICAL,10.78,0.22,7,683,0
25,male,Associate,25109,2,MORTGAGE,3600,EDUCATION,11.69,0.14,4,641,0
32,male,Master,50848,8,RENT,9000,MEDICAL,7.71,0.18,8,646,0
26,male,High School,77752,1,RENT,4822,HOMEIMPROVEMENT,11.95,0.06,6,616,0
27,male,Bachelor,41072,4,RENT,3218,VENTURE,15.05,0.08,4,570,0
26,female,Bachelor,76306,6,MORTGAGE,4422,DEBTCONSOLIDATION,9.8,0.06,4,656,0
24,male,High School,68390,3,RENT,10000,MEDICAL,9.18,0.15,3,693,0
39,female,High School,37202,14,OWN,5000,VENTURE,12.81,0.13,13,690,0
30,male,Master,264940,10,MORTGAGE,8693,DEBTCONSOLIDATION,10.55,0.03,6,644,0
25,female,Associate,51359,4,RENT,10000,PERSONAL,13.75,0.19,3,699,0
23,male,Master,82655,0,MORTGAGE,10000,PERSONAL,10.16,0.12,3,685,0
23,female,Master,87276,0,RENT,10000,EDUCATION,15.94,0.11,3,649,0
36,male,Master,28599,12,MORTGAGE,7564,MEDICAL,8.13,0.26,14,706,0
40,female,High School,58477,20,RENT,6000,MEDICAL,11.06,0.1,16,665,0
31,male,Bachelor,79243,7,RENT,6000,EDUCATION,11.86,0.08,11,648,0
27,male,Bachelor,106290,3,RENT,9150,DEBTCONSOLIDATION,6.63,0.09,7,595,0
23,male,Bachelor,99186,0,MORTGAGE,11000,EDUCATION,11.01,0.11,3,699,0
31,male,Associate,50253,7,RENT,2728,VENTURE,11.75,0.05,9,649,0
24,male,Bachelor,193385,3,RENT,20000,PERSONAL,14.67,0.1,4,701,0
30,female,Bachelor,89768,7,RENT,5000,MEDICAL,10.72,0.06,9,669,0
25,male,Bachelor,55007,2,RENT,5000,PERSONAL,11.97,0.09,3,685,0
24,male,Master,41316,3,RENT,2263,PERSONAL,10.16,0.05,3,683,0
34,female,High School,108875,11,MORTGAGE,25000,PERSONAL,14.33,0.23,10,628,0
32,female,Associate,181139,9,MORTGAGE,6000,PERSONAL,7.69,0.03,10,621,0
27,female,Associate,79192,3,MORTGAGE,3000,PERSONAL,17.72,0.04,5,667,0
24,male,High School,55170,1,MORTGAGE,4058,DEBTCONSOLIDATION,5.99,0.07,3,640,0
40,female,Associate,64496,18,MORTGAGE,3026,MEDICAL,11.42,0.05,17,669,0
26,male,Bachelor,57101,3,RENT,1469,MEDICAL,8.7,0.03,6,661,0
22,female,High School,54802,0,RENT,3000,VENTURE,11.01,0.05,4,579,0
26,female,Bachelor,37590,3,MORTGAGE,6284,VENTURE,10.86,0.17,6,657,0
29,male,Associate,32680,2,RENT,5000,EDUCATION,7.35,0.15,6,651,0
25,female,Bachelor,262563,1,MORTGAGE,25000,EDUCATION,13.74,0.1,2,693,0
23,female,Associate,46384,3,RENT,4500,EDUCATION,7.94,0.1,3,594,0
23,male,Bachelor,211032,0,RENT,18000,EDUCATION,10.98,0.09,3,625,0
27,male,Bachelor,22749,5,RENT,2678,PERSONAL,9.96,0.12,5,682,0
24,male,High School,77809,1,RENT,4000,VENTURE,8.57,0.05,3,619,0
26,male,Bachelor,108809,2,RENT,16000,EDUCATION,8.09,0.15,8,601,0
25,female,Associate,29771,3,OWN,7000,EDUCATION,10.07,0.24,3,664,0
28,male,Bachelor,84977,3,OWN,3581,DEBTCONSOLIDATION,13.21,0.04,10,650,0
23,female,Master,144967,0,MORTGAGE,6000,MEDICAL,12.55,0.04,4,673,0
25,male,Master,82938,2,RENT,10000,PERSONAL,15.88,0.12,3,653,0
28,female,Bachelor,46944,5,RENT,3020,PERSONAL,9.67,0.06,10,594,0
35,male,Master,43041,13,RENT,5000,MEDICAL,9.03,0.12,9,727,0
26,female,High School,68341,0,MORTGAGE,20000,EDUCATION,13.43,0.29,4,657,0
23,female,Associate,40418,0,RENT,2000,EDUCATION,13.26,0.05,3,556,0
24,male,Master,78696,2,RENT,12000,VENTURE,11.69,0.15,4,618,0
33,female,Master,28663,11,RENT,6500,MEDICAL,11.14,0.23,8,633,0
24,male,Bachelor,96911,5,MORTGAGE,6000,DEBTCONSOLIDATION,8.59,0.06,3,649,0
24,male,High School,91206,3,RENT,6000,VENTURE,8.03,0.07,3,662,0
27,female,Master,78896,1,RENT,7000,VENTURE,15.85,0.09,7,623,0
31,female,Master,76544,12,RENT,8000,HOMEIMPROVEMENT,8.2,0.1,7,630,0
23,male,High School,75338,2,MORTGAGE,7559,PERSONAL,12.97,0.1,3,628,0
30,female,Master,374108,9,MORTGAGE,13587,VENTURE,11.52,0.04,9,679,0
30,female,High School,91126,8,MORTGAGE,7000,HOMEIMPROVEMENT,7.43,0.08,11,679,0
25,male,Bachelor,81247,0,RENT,12000,EDUCATION,6.69,0.15,3,701,0
42,male,Bachelor,60837,21,MORTGAGE,16000,VENTURE,12.98,0.26,13,720,0
26,female,Bachelor,140048,5,MORTGAGE,21520,EDUCATION,14.39,0.15,5,608,0
25,female,High School,61151,2,MORTGAGE,6000,PERSONAL,8.18,0.1,3,655,0
24,male,High School,63152,0,MORTGAGE,20000,VENTURE,13.24,0.32,4,677,0
24,male,Associate,16592,2,RENT,1301,MEDICAL,10.56,0.08,4,631,0
24,male,High School,114639,0,MORTGAGE,10906,EDUCATION,7.73,0.1,5,623,0
26,female,Bachelor,128209,2,MORTGAGE,20000,DEBTCONSOLIDATION,12.02,0.16,5,611,0
24,male,High School,51712,1,MORTGAGE,14865,VENTURE,12.97,0.29,3,662,0
28,male,Bachelor,77803,1,MORTGAGE,5000,MEDICAL,6.88,0.06,6,636,0
23,female,Associate,99544,1,MORTGAGE,21236,PERSONAL,13.13,0.21,3,663,0
23,male,Associate,49173,0,MORTGAGE,13004,VENTURE,7.35,0.26,4,627,0
23,male,Master,85404,1,RENT,12000,EDUCATION,7.71,0.14,3,635,0
29,male,Master,99179,7,RENT,20482,PERSONAL,12.75,0.21,7,727,0
45,female,Master,82432,16,MORTGAGE,10000,PERSONAL,11.36,0.12,15,593,0
28,female,Master,125954,3,MORTGAGE,35000,VENTURE,10.44,0.28,10,597,0
24,male,Bachelor,168857,0,RENT,20000,EDUCATION,6.79,0.12,4,635,0
25,female,Master,132073,4,MORTGAGE,15000,PERSONAL,10.25,0.11,3,629,0
28,male,High School,65793,3,MORTGAGE,2000,EDUCATION,8.78,0.03,6,559,0
31,male,Bachelor,157078,5,MORTGAGE,7344,VENTURE,7.51,0.05,5,678,0
27,female,High School,47749,8,RENT,2084,DEBTCONSOLIDATION,11.83,0.04,7,627,0
26,male,Associate,152590,0,MORTGAGE,5700,PERSONAL,8.04,0.04,3,625,0
48,female,Doctorate,114872,22,MORTGAGE,7463,DEBTCONSOLIDATION,6.73,0.06,15,745,0
29,female,Master,37087,8,RENT,5000,MEDICAL,9.66,0.13,7,674,0
23,female,Bachelor,54030,0,MORTGAGE,5500,PERSONAL,9.94,0.1,4,704,0
22,female,Associate,51355,0,RENT,4000,VENTURE,13.94,0.08,4,653,0
27,male,Associate,76854,0,MORTGAGE,10000,PERSONAL,13.05,0.13,8,629,0
23,male,Bachelor,121169,0,RENT,14400,EDUCATION,10.89,0.12,3,665,0
